2022-10-06 22:48:37;0:0;0:0
2022-10-06 22:48:38;0:1;0:0
2022-10-06 22:48:38;0:1;0:0
2022-10-06 22:48:39;0:2;0:0
2022-10-06 22:48:39;0:2;0:0
2022-10-06 22:48:40;0:3;0:0
2022-10-06 22:48:40;0:3;0:0
2022-10-06 22:48:41;0:4;0:0
2022-10-06 22:48:42;0:4;0:0
2022-10-06 22:48:42;0:5;0:0
2022-10-06 22:48:43;0:5;0:0
2022-10-06 22:48:43;0:6;0:0
2022-10-06 22:48:44;0:6;0:0
2022-10-06 22:48:44;0:7;0:0
2022-10-06 22:48:45;0:7;0:0
2022-10-06 22:48:45;0:8;0:0
2022-10-06 22:48:46;0:8;0:0
2022-10-06 22:48:46;0:9;0:0
2022-10-06 22:48:47;0:10;0:0
2022-10-06 22:48:47;0:10;0:0
2022-10-06 22:48:48;0:11;0:0
2022-10-06 22:48:48;0:11;0:0
2022-10-06 22:48:49;0:12;0:0
2022-10-06 22:48:49;0:12;0:0
2022-10-06 22:48:50;0:13;0:0
2022-10-06 22:48:50;0:13;0:0
2022-10-06 22:48:51;0:14;0:0
2022-10-06 22:48:51;0:14;0:0
2022-10-06 22:48:52;0:15;0:0
2022-10-06 22:48:53;0:15;0:0
2022-10-06 22:48:53;0:16;0:0
2022-10-06 22:48:54;0:16;0:0
2022-10-06 22:48:54;0:17;0:0
2022-10-06 22:48:54;0:17;0:0
2022-10-06 22:48:55;0:18;0:0
2022-10-06 22:48:56;0:18;0:0
2022-10-06 22:48:56;0:19;0:0
2022-10-06 22:48:57;0:19;0:0
2022-10-06 22:48:57;0:20;0:0
2022-10-06 22:48:58;0:20;0:0
2022-10-06 22:48:58;0:21;0:0
2022-10-06 22:48:59;0:21;0:0
2022-10-06 22:48:59;0:22;0:0
2022-10-06 22:49:00;0:22;0:0
2022-10-06 22:49:00;0:23;0:0
2022-10-06 22:49:01;0:24;0:0
2022-10-06 22:49:01;0:24;0:0
2022-10-06 22:49:02;0:25;0:0
2022-10-06 22:49:02;0:25;0:0
2022-10-06 22:49:03;0:26;0:0
2022-10-06 22:49:03;0:26;0:0
2022-10-06 22:49:04;0:27;0:0
2022-10-06 22:49:05;0:27;0:0
2022-10-06 22:49:05;0:28;0:0
2022-10-06 22:49:06;0:28;0:0
2022-10-06 22:49:06;0:29;0:0
2022-10-06 22:49:07;0:29;0:0
2022-10-06 22:49:07;0:30;0:0
2022-10-06 22:49:08;0:30;0:0
2022-10-06 22:49:08;0:31;0:0
2022-10-06 22:49:09;0:31;0:0
2022-10-06 22:49:09;0:32;0:0
2022-10-06 22:49:10;0:32;0:0
2022-10-06 22:49:10;0:33;0:0
2022-10-06 22:49:11;0:34;0:0
2022-10-06 22:49:11;0:34;0:0
2022-10-06 22:49:12;0:35;0:0
2022-10-06 22:49:12;0:35;0:0
2022-10-06 22:49:13;0:36;0:0
2022-10-06 22:49:13;0:36;0:0
2022-10-06 22:49:14;0:37;0:0
2022-10-06 22:49:14;0:37;0:0
2022-10-06 22:49:15;0:38;0:0
2022-10-06 22:49:15;0:38;0:0
2022-10-06 22:49:16;0:39;0:0
2022-10-06 22:49:17;0:39;0:0
2022-10-06 22:49:17;0:40;0:0
2022-10-06 22:49:18;0:40;0:0
2022-10-06 22:49:18;0:41;0:0
2022-10-06 22:49:19;0:41;0:0
2022-10-06 22:49:19;0:42;0:0
2022-10-06 22:49:20;0:42;0:0
2022-10-06 22:49:20;0:43;0:0
2022-10-06 22:49:21;0:43;0:0
2022-10-06 22:49:21;0:44;0:0
2022-10-06 22:49:22;0:44;0:0
2022-10-06 22:49:22;0:45;0:0
2022-10-06 22:49:23;0:45;0:0
2022-10-06 22:49:23;0:46;0:0
2022-10-06 22:49:24;0:47;0:0
2022-10-06 22:49:24;0:47;0:0
2022-10-06 22:49:25;0:48;0:0
2022-10-06 22:49:25;0:48;0:0
2022-10-06 22:49:26;0:49;0:0
2022-10-06 22:49:26;0:49;0:0
2022-10-06 22:49:27;0:50;0:0
2022-10-06 22:49:27;0:50;0:0
2022-10-06 22:49:28;0:51;0:0
2022-10-06 22:49:28;0:51;0:0
2022-10-06 22:49:29;0:52;0:0
2022-10-06 22:49:30;0:52;0:0
2022-10-06 22:49:30;0:53;0:0
2022-10-06 22:49:31;0:53;0:0
2022-10-06 22:49:31;0:54;0:0
2022-10-06 22:49:32;0:54;0:0
2022-10-06 22:49:32;0:55;0:0
2022-10-06 22:49:33;0:55;0:0
2022-10-06 22:49:33;0:56;0:0
2022-10-06 22:49:34;0:56;0:0
2022-10-06 22:49:34;0:57;0:0
2022-10-06 22:49:35;0:57;0:0
2022-10-06 22:49:35;0:58;0:0
2022-10-06 22:49:36;0:58;0:0
2022-10-06 22:49:36;0:59;0:0
2022-10-06 22:49:37;1:0;0:0
2022-10-06 22:49:37;1:0;0:0
2022-10-06 22:49:38;1:0;0:0
2022-10-06 22:49:38;1:1;0:0
2022-10-06 22:49:39;1:2;0:0
2022-10-06 22:49:39;1:2;0:0
2022-10-06 22:49:40;1:3;0:0
2022-10-06 22:49:40;1:3;0:0
2022-10-06 22:49:41;1:4;0:0
2022-10-06 22:49:41;1:4;0:0
2022-10-06 22:49:42;1:5;0:0
2022-10-06 22:49:42;1:5;0:0
2022-10-06 22:49:43;1:6;0:0
2022-10-06 22:49:43;1:6;0:0
2022-10-06 22:49:44;1:7;0:0
2022-10-06 22:49:45;1:7;0:0
2022-10-06 22:49:45;1:8;0:0
2022-10-06 22:49:46;1:8;0:0
2022-10-06 22:49:46;1:9;0:0
2022-10-06 22:49:47;1:9;0:0
2022-10-06 22:49:47;1:10;0:0
2022-10-06 22:49:48;1:10;0:0
2022-10-06 22:49:48;1:11;0:0
2022-10-06 22:49:49;1:12;0:0
2022-10-06 22:49:49;1:12;0:0
2022-10-06 22:49:50;1:13;0:0
2022-10-06 22:49:50;1:13;0:0
2022-10-06 22:49:51;1:14;0:0
2022-10-06 22:49:51;1:14;0:0
2022-10-06 22:49:52;1:15;0:0
2022-10-06 22:49:52;1:15;0:0
2022-10-06 22:49:53;1:16;0:0
2022-10-06 22:49:53;1:16;0:0
2022-10-06 22:49:54;1:17;0:0
2022-10-06 22:49:54;1:17;0:0
2022-10-06 22:49:55;1:18;0:0
2022-10-06 22:49:56;1:18;0:0
2022-10-06 22:49:56;1:19;0:0
2022-10-06 22:49:57;1:19;0:0
2022-10-06 22:49:57;1:20;0:0
2022-10-06 22:49:58;1:20;0:0
2022-10-06 22:49:58;1:21;0:0
2022-10-06 22:49:59;1:21;0:0
2022-10-06 22:49:59;1:22;0:0
2022-10-06 22:50:00;1:22;0:0
2022-10-06 22:50:00;1:23;0:0
2022-10-06 22:50:01;1:23;0:0
2022-10-06 22:50:01;1:24;0:0
2022-10-06 22:50:02;1:24;0:0
2022-10-06 22:50:02;1:25;0:0
2022-10-06 22:50:03;1:26;0:0
2022-10-06 22:50:03;1:26;0:0
2022-10-06 22:50:04;1:27;0:0
2022-10-06 22:50:04;1:27;0:0
2022-10-06 22:50:05;1:28;0:0
2022-10-06 22:50:05;1:28;0:0
2022-10-06 22:50:06;1:29;0:0
2022-10-06 22:50:06;1:29;0:0
2022-10-06 22:50:07;1:30;0:0
2022-10-06 22:50:07;1:30;0:0
2022-10-06 22:50:08;1:31;0:0
2022-10-06 22:50:09;1:31;0:0
2022-10-06 22:50:09;1:32;0:0
2022-10-06 22:50:10;1:32;0:0
2022-10-06 22:50:10;1:33;0:0
2022-10-06 22:50:11;1:33;0:0
2022-10-06 22:50:11;1:34;0:0
2022-10-06 22:50:12;1:34;0:0
2022-10-06 22:50:12;1:35;0:0
2022-10-06 22:50:13;1:35;0:0
2022-10-06 22:50:13;1:36;0:0
2022-10-06 22:50:14;1:36;0:0
2022-10-06 22:50:14;1:37;0:0
2022-10-06 22:50:15;1:38;0:0
2022-10-06 22:50:15;1:38;0:0
2022-10-06 22:50:16;1:39;0:0
2022-10-06 22:50:16;1:39;0:0
2022-10-06 22:50:17;1:40;0:0
2022-10-06 22:50:17;1:40;0:0
2022-10-06 22:50:18;1:41;0:0
2022-10-06 22:50:18;1:41;0:0
2022-10-06 22:50:19;1:42;0:0
2022-10-06 22:50:19;1:42;0:0
2022-10-06 22:50:20;1:43;0:0
2022-10-06 22:50:21;1:43;0:0
2022-10-06 22:50:21;1:44;0:0
2022-10-06 22:50:22;1:44;0:0
2022-10-06 22:50:22;1:45;0:0
2022-10-06 22:50:23;1:45;0:0
2022-10-06 22:50:23;1:46;0:0
2022-10-06 22:50:24;1:46;0:0
2022-10-06 22:50:24;1:47;0:0
2022-10-06 22:50:25;1:47;0:0
2022-10-06 22:50:25;1:48;0:0
2022-10-06 22:50:26;1:48;0:0
2022-10-06 22:50:26;1:49;0:0
2022-10-06 22:50:27;1:49;0:0
2022-10-06 22:50:27;1:50;0:0
2022-10-06 22:50:28;1:50;0:0
