2022-10-01 22:21:52;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:01;0:00:00
2022-10-01 22:21:53;0:00:02;0:00:00
2022-10-01 22:21:53;0:00:02;0:00:00
2022-10-01 22:21:53;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
2022-10-01 22:21:54;0:00:02;0:00:00
